"trainer/global_step","causalpatch - train_loss","causalpatch - train_loss__MIN","causalpatch - train_loss__MAX","causalpatch - _step","causalpatch - _step__MIN","causalpatch - _step__MAX"
"36099","0.1374824345111847","0.1374824345111847","0.1374824345111847","360","360","360"
"36199","0.13694354891777039","0.13694354891777039","0.13694354891777039","361","361","361"
"36299","0.14211899042129517","0.14211899042129517","0.14211899042129517","362","362","362"
"36399","0.13326241075992584","0.13326241075992584","0.13326241075992584","363","363","363"
"36499","0.13703636825084686","0.13703636825084686","0.13703636825084686","364","364","364"
"36599","0.1320313811302185","0.1320313811302185","0.1320313811302185","365","365","365"
"36699","0.13902616500854492","0.13902616500854492","0.13902616500854492","366","366","366"
"36799","0.13843905925750732","0.13843905925750732","0.13843905925750732","367","367","367"
"36899","0.1319047063589096","0.1319047063589096","0.1319047063589096","368","368","368"
"36999","0.1366163194179535","0.1366163194179535","0.1366163194179535","369","369","369"
"37099","0.13242977857589722","0.13242977857589722","0.13242977857589722","370","370","370"
"37199","0.13682472705841064","0.13682472705841064","0.13682472705841064","371","371","371"
"37299","0.1404513567686081","0.1404513567686081","0.1404513567686081","372","372","372"
"37399","0.14097239077091217","0.14097239077091217","0.14097239077091217","373","373","373"
"37499","0.14061301946640015","0.14061301946640015","0.14061301946640015","374","374","374"
"37599","0.13742473721504211","0.13742473721504211","0.13742473721504211","375","375","375"
"37699","0.13541841506958008","0.13541841506958008","0.13541841506958008","376","376","376"
"37799","0.13124218583106995","0.13124218583106995","0.13124218583106995","377","377","377"
"37899","0.13581004738807678","0.13581004738807678","0.13581004738807678","378","378","378"
"37999","0.13716121017932892","0.13716121017932892","0.13716121017932892","379","379","379"
"38099","0.13757967948913574","0.13757967948913574","0.13757967948913574","380","380","380"
"38199","0.13698270916938782","0.13698270916938782","0.13698270916938782","381","381","381"
"38299","0.13776083290576935","0.13776083290576935","0.13776083290576935","382","382","382"
"38399","0.13419367372989655","0.13419367372989655","0.13419367372989655","383","383","383"
"38499","0.1445954293012619","0.1445954293012619","0.1445954293012619","384","384","384"
"38599","0.13949577510356903","0.13949577510356903","0.13949577510356903","385","385","385"
"38699","0.13314683735370636","0.13314683735370636","0.13314683735370636","386","386","386"
"38799","0.13792842626571655","0.13792842626571655","0.13792842626571655","387","387","387"
"38899","0.1462828665971756","0.1462828665971756","0.1462828665971756","388","388","388"
"38999","0.14026227593421936","0.14026227593421936","0.14026227593421936","389","389","389"
"39099","0.13582882285118103","0.13582882285118103","0.13582882285118103","390","390","390"
"39199","0.14418813586235046","0.14418813586235046","0.14418813586235046","391","391","391"
"39299","0.13554850220680237","0.13554850220680237","0.13554850220680237","392","392","392"
"39399","0.1343199908733368","0.1343199908733368","0.1343199908733368","393","393","393"
"39499","0.13459470868110657","0.13459470868110657","0.13459470868110657","394","394","394"
"39599","0.13673770427703857","0.13673770427703857","0.13673770427703857","395","395","395"
"39699","0.1413835883140564","0.1413835883140564","0.1413835883140564","396","396","396"
"39799","0.13447047770023346","0.13447047770023346","0.13447047770023346","397","397","397"
"39899","0.13615001738071442","0.13615001738071442","0.13615001738071442","398","398","398"
"39999","0.14104901254177094","0.14104901254177094","0.14104901254177094","399","399","399"
"40099","0.14056278765201569","0.14056278765201569","0.14056278765201569","400","400","400"
"40199","0.1386684775352478","0.1386684775352478","0.1386684775352478","401","401","401"
"40299","0.1314198076725006","0.1314198076725006","0.1314198076725006","402","402","402"
"40399","0.1296900361776352","0.1296900361776352","0.1296900361776352","403","403","403"
"40499","0.136572003364563","0.136572003364563","0.136572003364563","404","404","404"
"40599","0.13044406473636627","0.13044406473636627","0.13044406473636627","405","405","405"
"40699","0.14017651975154877","0.14017651975154877","0.14017651975154877","406","406","406"
"40799","0.1427280306816101","0.1427280306816101","0.1427280306816101","407","407","407"
"40899","0.14457391202449799","0.14457391202449799","0.14457391202449799","408","408","408"
"40999","0.1402462124824524","0.1402462124824524","0.1402462124824524","409","409","409"
"41099","0.1350741684436798","0.1350741684436798","0.1350741684436798","410","410","410"
"41199","0.1380852907896042","0.1380852907896042","0.1380852907896042","411","411","411"
"41299","0.13588479161262512","0.13588479161262512","0.13588479161262512","412","412","412"
"41399","0.13092049956321716","0.13092049956321716","0.13092049956321716","413","413","413"
"41499","0.1283983588218689","0.1283983588218689","0.1283983588218689","414","414","414"
"41599","0.13518300652503967","0.13518300652503967","0.13518300652503967","415","415","415"
"41699","0.13689029216766357","0.13689029216766357","0.13689029216766357","416","416","416"
"41799","0.13322733342647552","0.13322733342647552","0.13322733342647552","417","417","417"
"41899","0.1335432529449463","0.1335432529449463","0.1335432529449463","418","418","418"
"41999","0.13699012994766235","0.13699012994766235","0.13699012994766235","419","419","419"
"42099","0.14161302149295807","0.14161302149295807","0.14161302149295807","420","420","420"
"42199","0.13835979998111725","0.13835979998111725","0.13835979998111725","421","421","421"
"42299","0.13561008870601654","0.13561008870601654","0.13561008870601654","422","422","422"
"42399","0.13824070990085602","0.13824070990085602","0.13824070990085602","423","423","423"
"42499","0.14635401964187622","0.14635401964187622","0.14635401964187622","424","424","424"
"42599","0.13537190854549408","0.13537190854549408","0.13537190854549408","425","425","425"
"42699","0.13237783312797546","0.13237783312797546","0.13237783312797546","426","426","426"
"42799","0.13678355515003204","0.13678355515003204","0.13678355515003204","427","427","427"
"42899","0.134497731924057","0.134497731924057","0.134497731924057","428","428","428"
"42999","0.1376231610774994","0.1376231610774994","0.1376231610774994","429","429","429"
"43099","0.13582804799079895","0.13582804799079895","0.13582804799079895","430","430","430"
"43199","0.13710282742977142","0.13710282742977142","0.13710282742977142","431","431","431"
"43299","0.13020548224449158","0.13020548224449158","0.13020548224449158","432","432","432"
"43399","0.13337357342243195","0.13337357342243195","0.13337357342243195","433","433","433"
"43499","0.14405415952205658","0.14405415952205658","0.14405415952205658","434","434","434"
"43599","0.1385844200849533","0.1385844200849533","0.1385844200849533","435","435","435"
"43699","0.13280688226222992","0.13280688226222992","0.13280688226222992","436","436","436"
"43799","0.139195516705513","0.139195516705513","0.139195516705513","437","437","437"
"43899","0.14845404028892517","0.14845404028892517","0.14845404028892517","438","438","438"
"43999","0.13310222327709198","0.13310222327709198","0.13310222327709198","439","439","439"
"44099","0.13385501503944397","0.13385501503944397","0.13385501503944397","440","440","440"
"44199","0.1407591551542282","0.1407591551542282","0.1407591551542282","441","441","441"
"44299","0.13015471398830414","0.13015471398830414","0.13015471398830414","442","442","442"
"44399","0.13466833531856537","0.13466833531856537","0.13466833531856537","443","443","443"
"44499","0.13858217000961304","0.13858217000961304","0.13858217000961304","444","444","444"
"44599","0.135206401348114","0.135206401348114","0.135206401348114","445","445","445"
"44699","0.14428406953811646","0.14428406953811646","0.14428406953811646","446","446","446"
"44799","0.13417887687683105","0.13417887687683105","0.13417887687683105","447","447","447"
"44899","0.13277843594551086","0.13277843594551086","0.13277843594551086","448","448","448"
"44999","0.13895921409130096","0.13895921409130096","0.13895921409130096","449","449","449"
"45099","0.13594530522823334","0.13594530522823334","0.13594530522823334","450","450","450"
"45199","0.13592594861984253","0.13592594861984253","0.13592594861984253","451","451","451"
"45299","0.1365848332643509","0.1365848332643509","0.1365848332643509","452","452","452"
"45399","0.140081524848938","0.140081524848938","0.140081524848938","453","453","453"
"45499","0.1390446275472641","0.1390446275472641","0.1390446275472641","454","454","454"
"45599","0.13714128732681274","0.13714128732681274","0.13714128732681274","455","455","455"
"45699","0.13588213920593262","0.13588213920593262","0.13588213920593262","456","456","456"
"45799","0.13517780601978302","0.13517780601978302","0.13517780601978302","457","457","457"
"45899","0.13565213978290558","0.13565213978290558","0.13565213978290558","458","458","458"
"45999","0.1391701102256775","0.1391701102256775","0.1391701102256775","459","459","459"
"46099","0.1363333910703659","0.1363333910703659","0.1363333910703659","460","460","460"
"46199","0.13554833829402924","0.13554833829402924","0.13554833829402924","461","461","461"
"46299","0.13398335874080658","0.13398335874080658","0.13398335874080658","462","462","462"
"46399","0.13040803372859955","0.13040803372859955","0.13040803372859955","463","463","463"
"46499","0.13365545868873596","0.13365545868873596","0.13365545868873596","464","464","464"
"46599","0.14228574931621552","0.14228574931621552","0.14228574931621552","465","465","465"
"46699","0.14080224931240082","0.14080224931240082","0.14080224931240082","466","466","466"
"46799","0.14100077748298645","0.14100077748298645","0.14100077748298645","467","467","467"
"46899","0.13211020827293396","0.13211020827293396","0.13211020827293396","468","468","468"
"46999","0.12877364456653595","0.12877364456653595","0.12877364456653595","469","469","469"
"47099","0.13617536425590515","0.13617536425590515","0.13617536425590515","470","470","470"
"47199","0.13528981804847717","0.13528981804847717","0.13528981804847717","471","471","471"
"47299","0.13600550591945648","0.13600550591945648","0.13600550591945648","472","472","472"
"47399","0.13396725058555603","0.13396725058555603","0.13396725058555603","473","473","473"
"47499","0.13951627910137177","0.13951627910137177","0.13951627910137177","474","474","474"
"47599","0.13046209514141083","0.13046209514141083","0.13046209514141083","475","475","475"
"47699","0.13318054378032684","0.13318054378032684","0.13318054378032684","476","476","476"
"47799","0.13199998438358307","0.13199998438358307","0.13199998438358307","477","477","477"
"47899","0.12857657670974731","0.12857657670974731","0.12857657670974731","478","478","478"
"47999","0.13249261677265167","0.13249261677265167","0.13249261677265167","479","479","479"
"48099","0.14168955385684967","0.14168955385684967","0.14168955385684967","480","480","480"
"48199","0.1334044486284256","0.1334044486284256","0.1334044486284256","481","481","481"
"48299","0.1390787810087204","0.1390787810087204","0.1390787810087204","482","482","482"
"48399","0.13823971152305603","0.13823971152305603","0.13823971152305603","483","483","483"
"48499","0.13623587787151337","0.13623587787151337","0.13623587787151337","484","484","484"
"48599","0.13315215706825256","0.13315215706825256","0.13315215706825256","485","485","485"
"48699","0.13640262186527252","0.13640262186527252","0.13640262186527252","486","486","486"
"48799","0.13849687576293945","0.13849687576293945","0.13849687576293945","487","487","487"
"48899","0.13371604681015015","0.13371604681015015","0.13371604681015015","488","488","488"
"48999","0.13616402447223663","0.13616402447223663","0.13616402447223663","489","489","489"
"49099","0.13531965017318726","0.13531965017318726","0.13531965017318726","490","490","490"
"49199","0.13729429244995117","0.13729429244995117","0.13729429244995117","491","491","491"
"49299","0.14114943146705627","0.14114943146705627","0.14114943146705627","492","492","492"
"49399","0.13210301101207733","0.13210301101207733","0.13210301101207733","493","493","493"
"49499","0.13883154094219208","0.13883154094219208","0.13883154094219208","494","494","494"
"49599","0.13814891874790192","0.13814891874790192","0.13814891874790192","495","495","495"
"49699","0.14186236262321472","0.14186236262321472","0.14186236262321472","496","496","496"
